TransactionID	OrderDate	RecipientAccountID	SenderAccountID	CountryKey	Amount	Balance
SO48049	Monday, November 19, 2018	427	312	4	418.52	371.64
SO49132	Wednesday, February 20, 2019	399	312	4	67.54	49.99
SO49132	Wednesday, February 20, 2019	358	312	4	2458.92	2211.62
SO49132	Wednesday, February 20, 2019	354	312	4	2485.7	2235.71
SO49132	Wednesday, February 20, 2019	420	312	4	283.24	209.59
SO49132	Wednesday, February 20, 2019	362	312	4	2458.92	2211.62
SO49132	Wednesday, February 20, 2019	421	312	4	392.66	290.57
SO50294	Saturday, May 25, 2019	356	312	4	2485.7	2235.71
SO50294	Saturday, May 25, 2019	411	312	4	250.84	185.61
SO50294	Saturday, May 25, 2019	224	312	4	10.38	10.46
SO50294	Saturday, May 25, 2019	213	312	4	40.38	27.76
SO50294	Saturday, May 25, 2019	297	312	4	1472.3	1307.39
SO50294	Saturday, May 25, 2019	419	312	4	105.3	77.92
SO50294	Saturday, May 25, 2019	428	312	4	418.52	371.64
SO50294	Saturday, May 25, 2019	236	312	4	57.68	58.16
SO50294	Saturday, May 25, 2019	360	312	4	2458.92	2211.62
SO50294	Saturday, May 25, 2019	366	312	4	1295.98	1196.87
SO50294	Saturday, May 25, 2019	401	312	4	131.2	97.09
SO50294	Saturday, May 25, 2019	421	312	4	392.66	290.57
SO50294	Saturday, May 25, 2019	448	312	4	23.98	16.49
SO50294	Saturday, May 25, 2019	308	312	4	1488.54	1321.83
SO50294	Saturday, May 25, 2019	233	312	4	57.68	58.16
SO50294	Saturday, May 25, 2019	399	312	4	67.54	49.99
SO51845	Tuesday, August 27, 2019	591	312	4	677.98	616.44
SO51845	Tuesday, August 27, 2019	525	312	4	316.86	289.19
SO51845	Tuesday, August 27, 2019	588	312	4	923.38	839.56
SO51845	Tuesday, August 27, 2019	363	312	4	2753.98	2503.96
SO51845	Tuesday, August 27, 2019	309	312	4	1637.4	1494.4
SO51845	Tuesday, August 27, 2019	531	312	4	299.74	273.57
SO51845	Tuesday, August 27, 2019	513	312	4	436.9	398.75
SO51845	Tuesday, August 27, 2019	542	312	4	48.58	35.96
SO57144	Friday, November 22, 2019	598	312	4	647.98	589.16
SO57144	Friday, November 22, 2019	359	312	4	2753.98	2503.96
SO57144	Friday, November 22, 2019	361	312	4	2753.98	2503.96
SO57144	Friday, November 22, 2019	400	312	4	74.3	54.99
SO57144	Friday, November 22, 2019	542	312	4	48.58	35.96
SO57144	Friday, November 22, 2019	588	312	4	923.38	839.56
SO57144	Friday, November 22, 2019	594	312	4	677.98	616.44
SO57144	Friday, November 22, 2019	511	312	4	436.9	398.75
SO57144	Friday, November 22, 2019	477	312	4	5.98	3.73
SO63283	Thursday, February 27, 2020	483	312	4	144	89.76
SO63283	Thursday, February 27, 2020	363	312	4	2753.98	2503.96
SO63283	Thursday, February 27, 2020	598	312	4	647.98	589.16
SO63283	Thursday, February 27, 2020	359	312	4	2753.98	2503.96
SO63283	Thursday, February 27, 2020	491	312	4	64.78	83.14
SO63283	Thursday, February 27, 2020	471	312	4	76.2	47.5
SO63283	Thursday, February 27, 2020	353	312	4	2783.98	2531.24
SO69532	Wednesday, May 27, 2020	402	312	4	144.32	106.8
SO69532	Wednesday, May 27, 2020	222	312	4	41.98	26.17
SO69532	Wednesday, May 27, 2020	231	312	4	59.98	76.98
SO69532	Wednesday, May 27, 2020	542	312	4	48.58	35.96
SO69532	Wednesday, May 27, 2020	532	312	4	299.74	273.57
SO69532	Wednesday, May 27, 2020	359	312	4	2753.98	2503.96
SO69532	Wednesday, May 27, 2020	398	312	4	53.44	39.55
SO69532	Wednesday, May 27, 2020	592	312	4	226	616.44
SO69532	Wednesday, May 27, 2020	475	312	4	83.98	52.35
SO69532	Wednesday, May 27, 2020	513	312	4	436.9	398.75
SO44113	Saturday, September 23, 2017	218	187	4	11.4	6.79
SO44113	Saturday, September 23, 2017	347	187	4	4079.98	3824.31
SO44113	Saturday, September 23, 2017	223	187	4	10.38	11.41
SO44113	Saturday, September 23, 2017	344	187	4	4079.98	3824.31
SO44113	Saturday, September 23, 2017	220	187	4	40.38	24.06
SO44113	Saturday, September 23, 2017	304	187	4	1429.4	1234.06
SO44113	Saturday, September 23, 2017	235	187	4	57.68	63.45
SO44776	Saturday, December 23, 2017	349	187	4	4049.98	3796.19
SO44776	Saturday, December 23, 2017	215	187	4	40.38	24.06
SO44776	Saturday, December 23, 2017	293	187	4	1445.18	1247.68
SO44776	Saturday, December 23, 2017	220	187	4	40.38	24.06
SO44776	Saturday, December 23, 2017	348	187	4	4049.98	3796.19
SO44776	Saturday, December 23, 2017	212	187	4	40.38	24.06
SO44776	Saturday, December 23, 2017	232	187	4	57.68	63.45
SO45554	Saturday, March 17, 2018	350	187	4	4049.98	3796.19
SO45554	Saturday, March 17, 2018	345	187	4	4079.98	3824.31
SO45554	Saturday, March 17, 2018	220	187	4	40.38	24.06
SO45554	Saturday, March 17, 2018	223	187	4	10.38	11.41
SO45554	Saturday, March 17, 2018	344	187	4	4079.98	3824.31
SO46362	Monday, June 18, 2018	292	187	4	1637.4	1413.62
SO46362	Monday, June 18, 2018	346	187	4	1700	3824.31
SO46362	Monday, June 18, 2018	232	187	4	57.68	63.45
SO47417	Tuesday, September 18, 2018	421	187	4	392.66	290.57
SO47417	Tuesday, September 18, 2018	468	187	4	45.58	31.34
SO47417	Tuesday, September 18, 2018	428	187	4	418.52	371.64
SO47417	Tuesday, September 18, 2018	297	187	4	1472.3	1307.39
SO47417	Tuesday, September 18, 2018	294	187	4	1488.54	1321.83
SO47417	Tuesday, September 18, 2018	356	187	4	2485.7	2235.71
SO47417	Tuesday, September 18, 2018	391	187	4	177.86	131.62
SO47417	Tuesday, September 18, 2018	305	187	4	1472.3	1307.39
SO47417	Tuesday, September 18, 2018	394	187	4	41.04	30.37
SO48356	Friday, December 21, 2018	294	187	4	1488.54	1321.83
SO48356	Friday, December 21, 2018	362	187	4	2458.92	2211.62
SO48356	Friday, December 21, 2018	358	187	4	2458.92	2211.62
SO49472	Friday, March 8, 2019	354	187	4	2485.7	2235.71
SO49472	Friday, March 8, 2019	397	187	4	48.58	35.96
SO49472	Friday, March 8, 2019	393	187	4	275.38	203.79
SO49472	Friday, March 8, 2019	420	187	4	283.24	209.59
SO49472	Friday, March 8, 2019	356	187	4	2485.7	2235.71
SO49472	Friday, March 8, 2019	360	187	4	2458.92	2211.62
SO50702	Friday, June 14, 2019	366	187	4	1295.98	1196.87
SO50702	Friday, June 14, 2019	427	187	4	418.52	371.64
SO50702	Friday, June 14, 2019	305	187	4	1472.3	1307.39
SO50702	Friday, June 14, 2019	356	187	4	2485.7	2235.71
SO50702	Friday, June 14, 2019	469	187	4	45.58	31.34
SO53531	Sunday, September 15, 2019	597	187	4	647.98	589.16
SO53531	Sunday, September 15, 2019	475	187	4	83.98	52.35
SO53531	Sunday, September 15, 2019	552	187	4	109.78	81.24
SO53531	Sunday, September 15, 2019	295	187	4	1637.4	1494.4
SO53531	Sunday, September 15, 2019	542	187	4	48.58	35.96
SO53531	Sunday, September 15, 2019	516	187	4	46.96	34.76
SO53531	Sunday, September 15, 2019	532	187	4	299.74	273.57
SO53531	Sunday, September 15, 2019	514	187	4	127.8	94.57
SO53531	Sunday, September 15, 2019	531	187	4	299.74	273.57
SO53531	Sunday, September 15, 2019	524	187	4	316.86	289.19
SO53531	Sunday, September 15, 2019	558	187	4	485.98	359.63
SO53531	Sunday, September 15, 2019	363	187	4	2753.98	2503.96
SO53531	Sunday, September 15, 2019	592	187	4	677.98	616.44
SO53531	Sunday, September 15, 2019	298	187	4	1619.52	1478.08
SO58975	Friday, December 13, 2019	355	187	4	2783.98	2531.24
SO58975	Friday, December 13, 2019	306	187	4	1619.52	1478.08
SO58975	Friday, December 13, 2019	501	187	4	145.76	107.86
SO58975	Friday, December 13, 2019	601	187	4	64.78	47.94
SO58975	Friday, December 13, 2019	400	187	4	74.3	54.99
SO58975	Friday, December 13, 2019	359	187	4	2753.98	2503.96
SO58975	Friday, December 13, 2019	517	187	4	63.16	46.74
SO65209	Tuesday, March 10, 2020	551	187	4	316.86	289.19
SO65209	Tuesday, March 10, 2020	544	187	4	97.18	71.92
SO65209	Tuesday, March 10, 2020	531	187	4	299.74	273.57
SO65209	Tuesday, March 10, 2020	555	187	4	127.8	94.57
SO65209	Tuesday, March 10, 2020	474	187	4	83.98	52.35
SO65209	Tuesday, March 10, 2020	532	187	4	299.74	273.57
SO65209	Tuesday, March 10, 2020	398	187	4	53.44	39.55
SO46625	Monday, July 9, 2018	468	475	4	45.58	31.34
SO46625	Monday, July 9, 2018	410	475	4	72.9	53.94
SO46625	Monday, July 9, 2018	409	475	4	418.52	371.64
SO46625	Monday, July 9, 2018	352	475	4	2485.7	2235.71
SO46625	Monday, July 9, 2018	396	475	4	149.68	110.76
SO46625	Monday, July 9, 2018	393	475	4	275.38	203.79
SO46625	Monday, July 9, 2018	427	475	4	418.52	371.64
SO47677	Friday, October 5, 2018	354	475	4	2485.7	2235.71
SO47677	Friday, October 5, 2018	459	475	4	107.98	74.24
SO47677	Friday, October 5, 2018	421	475	4	392.66	290.57
SO47677	Friday, October 5, 2018	393	475	4	275.38	203.79
SO47677	Friday, October 5, 2018	294	475	4	1488.54	1321.83
SO47677	Friday, October 5, 2018	358	475	4	2458.92	2211.62
SO47677	Friday, October 5, 2018	297	475	4	1472.3	1307.39
SO47677	Friday, October 5, 2018	464	475	4	28.26	19.43
SO47677	Friday, October 5, 2018	396	475	4	149.68	110.76
SO47677	Friday, October 5, 2018	305	475	4	1472.3	1307.39
SO47677	Friday, October 5, 2018	289	475	4	1488.54	1321.83
SO47677	Friday, October 5, 2018	458	475	4	89.98	61.87
SO48758	Tuesday, January 15, 2019	445	475	4	71.98	49.49
SO48758	Tuesday, January 15, 2019	427	475	4	418.52	371.64
SO48758	Tuesday, January 15, 2019	358	475	4	2458.92	2211.62
SO48758	Tuesday, January 15, 2019	366	475	4	1295.98	1196.87
SO48758	Tuesday, January 15, 2019	397	475	4	48.58	35.96
SO48758	Tuesday, January 15, 2019	352	475	4	2485.7	2235.71
SO49831	Thursday, April 4, 2019	445	475	4	71.98	49.49
SO49831	Thursday, April 4, 2019	466	475	4	28.26	19.43
SO49831	Thursday, April 4, 2019	457	475	4	89.98	61.87
SO49831	Thursday, April 4, 2019	360	475	4	2458.92	2211.62
SO49831	Thursday, April 4, 2019	447	475	4	30	20.63
SO49831	Thursday, April 4, 2019	393	475	4	275.38	203.79
SO49831	Thursday, April 4, 2019	397	475	4	48.58	35.96
SO49831	Thursday, April 4, 2019	453	475	4	71.98	49.49
SO49831	Thursday, April 4, 2019	297	475	4	1472.3	1307.39
SO49831	Thursday, April 4, 2019	367	475	4	1295.98	1196.87
SO49831	Thursday, April 4, 2019	364	475	4	1295.98	1196.87
SO51090	Wednesday, July 3, 2019	516	475	4	46.96	34.76
SO51090	Wednesday, July 3, 2019	559	475	4	24.28	17.97
SO51090	Wednesday, July 3, 2019	594	475	4	677.98	616.44
SO51090	Wednesday, July 3, 2019	511	475	4	436.9	398.75
SO51090	Wednesday, July 3, 2019	357	475	4	2783.98	2531.24
SO51090	Wednesday, July 3, 2019	524	475	4	316.86	289.19
SO51090	Wednesday, July 3, 2019	475	475	4	83.98	52.35
SO51090	Wednesday, July 3, 2019	290	475	4	1637.4	1494.4
SO51090	Wednesday, July 3, 2019	467	475	4	29.38	18.32
SO51090	Wednesday, July 3, 2019	532	475	4	299.74	273.57
SO51090	Wednesday, July 3, 2019	542	475	4	48.58	35.96
SO55249	Sunday, October 6, 2019	514	475	4	127.8	94.57
SO55249	Sunday, October 6, 2019	357	475	4	2783.98	2531.24
SO55249	Sunday, October 6, 2019	355	475	4	2783.98	2531.24
SO55249	Sunday, October 6, 2019	398	475	4	53.44	39.55
SO55249	Sunday, October 6, 2019	543	475	4	74.5	55.14
SO55249	Sunday, October 6, 2019	463	475	4	29.38	18.32
SO55249	Sunday, October 6, 2019	542	475	4	48.58	35.96
SO55249	Sunday, October 6, 2019	594	475	4	677.98	616.44
SO55249	Sunday, October 6, 2019	512	475	4	436.9	398.75
SO61218	Thursday, January 16, 2020	512	475	4	436.9	398.75
SO61218	Thursday, January 16, 2020	475	475	4	83.98	52.35
SO61218	Thursday, January 16, 2020	555	475	4	127.8	94.57
SO61218	Thursday, January 16, 2020	361	475	4	2753.98	2503.96
SO61218	Thursday, January 16, 2020	524	475	4	316.86	289.19
SO61218	Thursday, January 16, 2020	398	475	4	53.44	39.55
SO61218	Thursday, January 16, 2020	474	475	4	83.98	52.35
SO67273	Tuesday, April 7, 2020	295	475	4	1637.4	1494.4
SO67273	Tuesday, April 7, 2020	551	475	4	316.86	289.19
SO67273	Tuesday, April 7, 2020	491	475	4	64.78	83.14
SO67273	Tuesday, April 7, 2020	515	475	4	32.54	24.08
SO67273	Tuesday, April 7, 2020	558	475	4	485.98	359.63
SO67273	Tuesday, April 7, 2020	217	475	4	41.98	26.17
SO67273	Tuesday, April 7, 2020	400	475	4	74.3	54.99
SO67273	Tuesday, April 7, 2020	517	475	4	63.16	46.74
SO43873	Saturday, August 19, 2017	330	78	4	838.92	826.29
SO43873	Saturday, August 19, 2017	310	78	4	4293.92	4342.59
SO43873	Saturday, August 19, 2017	338	78	4	838.92	826.29
SO43873	Saturday, August 19, 2017	220	78	4	40.38	24.06
SO43873	Saturday, August 19, 2017	262	78	4	367.88	362.97
SO43873	Saturday, August 19, 2017	314	78	4	4293.92	4342.59
SO44520	Monday, November 13, 2017	316	78	4	1749.58	1769.42
SO44520	Monday, November 13, 2017	238	78	4	1516.16	1495.94
SO44520	Monday, November 13, 2017	336	78	4	838.92	826.29
SO44520	Monday, November 13, 2017	275	78	4	713.8	704.28
SO44520	Monday, November 13, 2017	340	78	4	838.92	826.29
SO44520	Monday, November 13, 2017	235	78	4	57.68	63.45
SO44520	Monday, November 13, 2017	253	78	4	357.16	352.4
SO44520	Monday, November 13, 2017	334	78	4	838.92	826.29
SO44520	Monday, November 13, 2017	330	78	4	838.92	826.29
SO45301	Thursday, February 15, 2018	322	78	4	838.92	826.29
SO45301	Thursday, February 15, 2018	315	78	4	1749.58	1769.42
SO45301	Thursday, February 15, 2018	314	78	4	4293.92	4342.59
SO45301	Thursday, February 15, 2018	326	78	4	838.92	826.29
SO45301	Thursday, February 15, 2018	317	78	4	1749.58	1769.42
SO45301	Thursday, February 15, 2018	285	78	4	357.16	352.4
SO45301	Thursday, February 15, 2018	330	78	4	838.92	826.29
SO45301	Thursday, February 15, 2018	223	78	4	10.38	11.41
SO45301	Thursday, February 15, 2018	319	78	4	1749.58	1769.42
SO46057	Tuesday, May 15, 2018	279	78	4	357.16	352.4
SO46057	Tuesday, May 15, 2018	235	78	4	57.68	63.45
SO46057	Tuesday, May 15, 2018	253	78	4	357.16	352.4
SO46057	Tuesday, May 15, 2018	334	78	4	838.92	826.29
SO46057	Tuesday, May 15, 2018	314	78	4	4293.92	4342.59
SO46057	Tuesday, May 15, 2018	232	78	4	57.68	63.45
SO46988	Tuesday, August 14, 2018	423	78	4	330.46	244.54
SO46988	Tuesday, August 14, 2018	445	78	4	71.98	49.49
SO46988	Tuesday, August 14, 2018	280	78	4	367.88	340.29
SO46988	Tuesday, August 14, 2018	286	78	4	367.88	340.29
SO46988	Tuesday, August 14, 2018	236	78	4	57.68	58.16
SO46988	Tuesday, August 14, 2018	265	78	4	404.66	374.31
SO46988	Tuesday, August 14, 2018	254	78	4	367.88	340.29
SO46988	Tuesday, August 14, 2018	383	78	4	1200.52	1211.3
SO46988	Tuesday, August 14, 2018	389	78	4	1200.52	1211.3
SO46988	Tuesday, August 14, 2018	415	78	4	396.08	293.09
SO46988	Tuesday, August 14, 2018	433	78	4	648.9	600.24
SO46988	Tuesday, August 14, 2018	245	78	4	1561.64	1444.51
SO46988	Tuesday, August 14, 2018	403	78	4	48.58	35.96
SO48012	Tuesday, November 13, 2018	373	78	4	2617.88	2641.37
SO48012	Tuesday, November 13, 2018	429	78	4	648.9	600.24
SO48012	Tuesday, November 13, 2018	375	78	4	2617.88	2641.37
SO48012	Tuesday, November 13, 2018	254	78	4	367.88	340.29
SO48012	Tuesday, November 13, 2018	439	78	4	1561.64	1444.51
SO48012	Tuesday, November 13, 2018	414	78	4	298.06	220.57
SO48012	Tuesday, November 13, 2018	242	78	4	1561.64	1444.51
SO48012	Tuesday, November 13, 2018	273	78	4	404.66	374.31
SO49058	Monday, February 4, 2019	381	78	4	1200.52	1211.3
SO49058	Monday, February 4, 2019	271	78	4	404.66	374.31
SO49058	Monday, February 4, 2019	375	78	4	2617.88	2641.37
SO49058	Monday, February 4, 2019	454	78	4	71.98	49.49
SO50226	Friday, May 10, 2019	286	78	4	367.88	340.29
SO50226	Friday, May 10, 2019	265	78	4	404.66	374.31
SO50226	Friday, May 10, 2019	462	78	4	28.26	19.43
SO50226	Friday, May 10, 2019	368	78	4	2932.02	3037.57
SO50226	Friday, May 10, 2019	224	78	4	10.38	10.46
SO50226	Friday, May 10, 2019	422	78	4	135.08	99.96
SO50226	Friday, May 10, 2019	385	78	4	1200.52	1211.3
SO50226	Friday, May 10, 2019	461	78	4	107.98	74.24
SO50226	Friday, May 10, 2019	381	78	4	1200.52	1211.3
SO50226	Friday, May 10, 2019	466	78	4	28.26	19.43
SO50226	Friday, May 10, 2019	230	78	4	57.68	58.16
SO43666	Wednesday, July 5, 2017	338	511	4	838.92	826.3
SO43859	Tuesday, August 8, 2017	322	259	4	838.92	826.29
SO43864	Saturday, August 12, 2017	292	384	4	1637.4	1413.62
SO43864	Saturday, August 12, 2017	351	384	4	4049.98	3796.19
SO43864	Saturday, August 12, 2017	344	384	4	4079.98	3824.31
SO43872	Wednesday, August 16, 2017	317	240	4	1749.58	1769.42
SO43872	Wednesday, August 16, 2017	220	240	4	40.38	24.06
SO43872	Wednesday, August 16, 2017	262	240	4	367.88	362.97
SO43872	Wednesday, August 16, 2017	315	240	4	1749.58	1769.42
SO43901	Saturday, August 26, 2017	344	385	4	4079.98	3824.31
SO43901	Saturday, August 26, 2017	212	385	4	40.38	24.06
SO43901	Saturday, August 26, 2017	348	385	4	4049.98	3796.19
SO43912	Tuesday, August 29, 2017	229	403	4	57.68	63.45
SO43912	Tuesday, August 29, 2017	262	403	4	367.88	362.97
SO43912	Tuesday, August 29, 2017	332	403	4	838.92	826.29
SO43912	Tuesday, August 29, 2017	212	403	4	40.38	24.06
SO43912	Tuesday, August 29, 2017	342	403	4	838.92	826.29
SO44080	Wednesday, September 6, 2017	218	439	4	11.4	6.79
SO44087	Saturday, September 9, 2017	310	96	4	4293.92	4342.59
SO44087	Saturday, September 9, 2017	276	96	4	713.8	704.28
SO44089	Sunday, September 10, 2017	342	114	4	838.92	826.29
SO44089	Sunday, September 10, 2017	326	114	4	838.92	826.29
SO44115	Saturday, September 23, 2017	350	366	4	4049.98	3796.19
SO44115	Saturday, September 23, 2017	344	366	4	4079.98	3824.31
SO44115	Saturday, September 23, 2017	235	366	4	57.68	63.45
SO44115	Saturday, September 23, 2017	223	366	4	10.38	11.41
SO44115	Saturday, September 23, 2017	346	366	4	4079.98	3824.31
SO44115	Saturday, September 23, 2017	292	366	4	1637.4	1413.62
SO44115	Saturday, September 23, 2017	220	366	4	40.38	24.06
SO44115	Saturday, September 23, 2017	300	366	4	1619.52	1398.19
SO44115	Saturday, September 23, 2017	229	366	4	57.68	63.45
SO44286	Saturday, October 7, 2017	334	511	4	838.92	826.29
SO44286	Saturday, October 7, 2017	338	511	4	838.92	826.29
SO44481	Wednesday, November 1, 2017	350	492	4	4049.98	3796.19
SO44481	Wednesday, November 1, 2017	351	492	4	4049.98	3796.19
SO44481	Wednesday, November 1, 2017	223	492	4	10.38	11.41
SO44500	Monday, November 6, 2017	326	259	4	838.92	826.29
SO44500	Monday, November 6, 2017	223	259	4	10.38	11.41
SO44505	Tuesday, November 7, 2017	347	384	4	4079.98	3824.31
SO44505	Tuesday, November 7, 2017	351	384	4	4049.98	3796.19
SO44521	Monday, November 13, 2017	232	240	4	57.68	63.45
SO44521	Monday, November 13, 2017	311	240	4	4293.92	4342.59
SO44521	Monday, November 13, 2017	336	240	4	838.92	826.29
SO44521	Monday, November 13, 2017	328	240	4	838.92	826.29
SO44521	Monday, November 13, 2017	215	240	4	40.38	24.06
SO44521	Monday, November 13, 2017	272	240	4	367.88	362.97
SO44521	Monday, November 13, 2017	229	240	4	57.68	63.45
SO44521	Monday, November 13, 2017	340	240	4	838.92	826.29
SO44521	Monday, November 13, 2017	342	240	4	838.92	826.29
SO44521	Monday, November 13, 2017	330	240	4	838.92	826.29
SO44546	Sunday, November 19, 2017	319	313	4	1749.58	1769.42
SO44551	Thursday, November 23, 2017	351	385	4	4049.98	3796.19
SO44551	Thursday, November 23, 2017	345	385	4	4079.98	3824.31
SO44551	Thursday, November 23, 2017	344	385	4	4079.98	3824.31
SO44551	Thursday, November 23, 2017	347	385	4	4079.98	3824.31
SO44551	Thursday, November 23, 2017	349	385	4	4049.98	3796.19
SO44564	Monday, November 27, 2017	315	403	4	1749.58	1769.42
SO44564	Monday, November 27, 2017	322	403	4	838.92	826.29
SO44752	Monday, December 11, 2017	322	114	4	838.92	826.29
SO44753	Tuesday, December 12, 2017	238	96	4	1516.16	1495.94
SO44777	Saturday, December 23, 2017	232	366	4	57.68	63.45
SO44777	Saturday, December 23, 2017	223	366	4	10.38	11.41
SO44777	Saturday, December 23, 2017	345	366	4	4079.98	3824.31
SO44777	Saturday, December 23, 2017	344	366	4	4079.98	3824.31
SO44790	Wednesday, December 27, 2017	328	330	4	838.92	826.29
SO45044	Friday, January 5, 2018	285	511	4	357.16	352.4
SO45044	Friday, January 5, 2018	334	511	4	838.92	826.29
SO45286	Thursday, February 8, 2018	324	259	4	838.92	826.29
SO45286	Thursday, February 8, 2018	342	259	4	838.92	826.29
SO45290	Friday, February 9, 2018	218	384	4	11.4	6.79
SO45290	Friday, February 9, 2018	348	384	4	4049.98	3796.19
SO45290	Friday, February 9, 2018	344	384	4	4079.98	3824.31
SO45290	Friday, February 9, 2018	346	384	4	4079.98	3824.31
SO45290	Friday, February 9, 2018	307	384	4	1445.18	1247.68
SO45299	Monday, February 12, 2018	232	240	4	57.68	63.45
SO45299	Monday, February 12, 2018	315	240	4	1749.58	1769.42
SO45299	Monday, February 12, 2018	310	240	4	4293.92	4342.59
SO45299	Monday, February 12, 2018	318	240	4	1749.58	1769.42
SO45299	Monday, February 12, 2018	336	240	4	838.92	826.29
SO45299	Monday, February 12, 2018	317	240	4	1749.58	1769.42
SO45299	Monday, February 12, 2018	322	240	4	838.92	826.29
SO45311	Saturday, February 17, 2018	350	492	4	4049.98	3796.19
SO45311	Saturday, February 17, 2018	344	492	4	4079.98	3824.31
SO45311	Saturday, February 17, 2018	346	492	4	4079.98	3824.31
SO45311	Saturday, February 17, 2018	218	492	4	11.4	6.79
SO45324	Monday, February 19, 2018	324	528	4	838.92	826.29
SO45325	Tuesday, February 20, 2018	319	313	4	1749.58	1769.42
SO45339	Saturday, February 24, 2018	336	403	4	838.92	826.29
SO45339	Saturday, February 24, 2018	338	403	4	838.92	826.29
SO45339	Saturday, February 24, 2018	315	403	4	1749.58	1769.42
SO45339	Saturday, February 24, 2018	332	403	4	838.92	826.29
SO45339	Saturday, February 24, 2018	317	403	4	1749.58	1769.42
SO45339	Saturday, February 24, 2018	318	403	4	1749.58	1769.42
SO45339	Saturday, February 24, 2018	232	403	4	57.68	63.45
SO45339	Saturday, February 24, 2018	342	403	4	838.92	826.29
SO45523	Monday, March 5, 2018	304	439	4	1429.4	1234.06
SO45531	Wednesday, March 7, 2018	322	114	4	838.92	826.29
SO45531	Wednesday, March 7, 2018	328	114	4	838.92	826.29
SO45555	Saturday, March 17, 2018	296	366	4	1429.4	1234.06
SO45555	Saturday, March 17, 2018	344	366	4	4079.98	3824.31
SO45555	Saturday, March 17, 2018	223	366	4	10.38	11.41
SO45555	Saturday, March 17, 2018	350	366	4	4049.98	3796.19
SO45555	Saturday, March 17, 2018	235	366	4	57.68	63.45
SO45555	Saturday, March 17, 2018	218	366	4	11.4	6.79
SO45555	Saturday, March 17, 2018	348	366	4	4049.98	3796.19
SO45784	Thursday, April 5, 2018	334	511	4	838.92	826.29
SO46058	Tuesday, May 15, 2018	272	240	4	367.88	362.97
SO46058	Tuesday, May 15, 2018	215	240	4	40.38	24.06
SO46058	Tuesday, May 15, 2018	220	240	4	40.38	24.06
SO46058	Tuesday, May 15, 2018	314	240	4	4293.92	4342.59
SO46058	Tuesday, May 15, 2018	310	240	4	4293.92	4342.59
SO46058	Tuesday, May 15, 2018	232	240	4	57.68	63.45
SO46058	Tuesday, May 15, 2018	330	240	4	838.92	826.29
SO46058	Tuesday, May 15, 2018	275	240	4	713.8	704.28
SO46069	Friday, May 18, 2018	232	492	4	57.68	63.45
SO46069	Friday, May 18, 2018	223	492	4	10.38	11.41
SO46084	Wednesday, May 23, 2018	322	313	4	838.92	826.29
SO46085	Thursday, May 24, 2018	332	528	4	838.92	826.29
SO46089	Friday, May 25, 2018	232	385	4	57.68	63.45
SO46089	Friday, May 25, 2018	344	385	4	4079.98	3824.31
SO46101	Wednesday, May 30, 2018	312	403	4	4293.92	4342.59
SO46101	Wednesday, May 30, 2018	262	403	4	367.88	362.97
SO46101	Wednesday, May 30, 2018	324	403	4	838.92	826.29
